-105.816642, 45.626792, 198.228.200.32
-97.224736,  45.580674, 198.228.200.32
-105.816642, 45.626792, 198.228.200.32
-97.224736,  45.580674, 198.228.200.32
-105.816642, 45.626792, 198.228.200.32
-97.224736,  45.580674, 198.228.200.32
-107.6927901693565,38.84128388247257, 198.228.200.32
-105.6209116334959,37.70006087849758, 198.228.200.32
-102.7698123157279,37.12668026374109, 198.228.200.32
-99.74647385137919,37.00578172746308, 198.228.200.32
-96.84503109630059,37.20926367609762, 198.228.200.32
-95.33152529294438,37.82664744338807, 198.228.200.32 
-93.56014286058131,39.46316356470496, 198.228.200.32 

